90769 "Range 4"
92637 "Range 4"
138966 "Range 5"
38164 "Range 4"
7306 "Range 3"
101895 "Range 4"
6667 "Range 4"
8410 "Range 4"
87413 "Range 2"
166705 "Range 3"
6342 "Range 2"
4424 "Range 4"
8500 "Range 3"
60803 "Range 3"
70208 "Range 4"
110286 "Range 4"
141400 "Range 4"
1030 "Range 3"
300 "Range 4"
412 "Range 4"
842 "Range 3"
1064 "Range 4"
784 "Range 3"
180095 "Range 4"
1489 "Range 3"
3706 "Range 3"
4848 "Range 4"
8132 "Range 5"
1772 "Range 3"
136864 "Range 3"
406 "Range 3"
1034 "Range 4"
1974 "Range 3"
6820 "Range 4"
146028 "Range 4"
45440 "Range 4"
2682 "Range 4"
2349 "Range 4"
1163 "Range 1"
8008 "Range 4"
1752 "Range 3"
41716 "Range 4"
32584 "Range 4"
6695 "Range 2"
1826 "Range 2"
103655 "Range 2"
54785 "Range 4"
5884 "Range 1"
112370 "Range 2"
2962 "Range 3"
7184 "Range 5"
55259 "Range 1"
112460 "Range 3"
5337 "Range 3"
5880 "Range 2"
8915 "Range 4"
6476 "Range 3"
8809 "Range 4"
8126 "Range 4"
27537 "Range 4"
42946 "Range 4"
1156 "Range 4"
59915 "Range 4"
113159 "Range 4"
2094 "Range 4"
71535 "Range 4"
587 "Range 4"
1307 "Range 4"
3624 "Range 4"
1276 "Range 5"
6300 "Range 5"
2015 "Range 4"
135861 "Range 3"
149380 "Range 2"
27793 "Range 2"
64497 "Range 3"
2752 "Range 3"
42018 "Range 2"
52435 "Range 4"
59440 "Range 4"
96110 "Range 4"
126921 "Range 5"
6288 "Range 4"
60904 "Range 4"
159811 "Range 5"
3795 "Range 5"
42007 "Range 3"
157699 "Range 4"
3296 "Range 5"
731 "Range 4"
4229 "Range 3"
136912 "Range 2"
85510 "Range 4"
988 "Range 3"
2240 "Range 4"
1574 "Range 1"
68600 "Range 2"
90528 "Range 4"
94405 "Range 4"
7088 "Range 4"
5663 "Range 4"
4925 "Range 3"
109416 "Range 2"
46855 "Range 5"
2697 "Range 4"
44511 "Range 4"
3626 "Range 4"
5028 "Range 2"
92234 "Range 2"
3403 "Range 4"
78959 "Range 3"
82765 "Range 4"
688 "Range 3"
914 "Range 5"
2467 "Range 4"
76 "Range 4"
667 "Range 3"
4700 "Range 4"
6863 "Range 4"
5965 "Range 5"
3435 "Range 5"
1372 "Range 4"
1816 "Range 2"
3264 "Range 3"
73319 "Range 3"
39183 "Range 4"
2032 "Range 2"
1480 "Range 4"
3252 "Range 4"
52952 "Range 4"
61628 "Range 2"
2871 "Range 4"
5040 "Range 4"
5505 "Range 4"
107406 "Range 4"
1889 "Range 4"
69784 "Range 4"
3359 "Range 5"
74553 "Range 4"
55269 "Range 4"
69304 "Range 4"
3013 "Range 4"
179133 "Range 5"
98083 "Range 4"
174815 "Range 4"
2526 "Range 2"
3725 "Range 4"
66744 "Range 4"
30894 "Range 3"
7321 "Range 3"
26629 "Range 2"
56012 "Range 3"
60293 "Range 4"
6705 "Range 3"
4256 "Range 4"
42176 "Range 4"
77233 "Range 4"
170355 "Range 4"
26555 "Range 3"
3127 "Range 3"
5562 "Range 3"
45635 "Range 3"
91688 "Range 2"
105755 "Range 2"
120783 "Range 3"
136786 "Range 2"
5651 "Range 3"
79299 "Range 3"
91266 "Range 3"
163653 "Range 3"
3941 "Range 5"
4197 "Range 3"
90243 "Range 4"
103245 "Range 3"
4695 "Range 4"
26 "Range 4"
27 "Range 4"
332 "Range 3"
2023 "Range 4"
5066 "Range 4"
87222 "Range 4"
30793 "Range 3"
145283 "Range 4"
2335 "Range 4"
2754 "Range 1"
2857 "Range 4"
3743 "Range 2"
81834 "Range 4"
117851 "Range 4"
38886 "Range 4"
3270 "Range 3"
86781 "Range 5"
170875 "Range 3"
1235 "Range 5"
3811 "Range 4"
6936 "Range 4"
27020 "Range 4"
33683 "Range 4"
4774 "Range 3"
8643 "Range 4"
8656 "Range 4"
147286 "Range 5"
501 "Range 4"
5993 "Range 3"
5095 "Range 5"
127212 "Range 5"
8864 "Range 3"
40851 "Range 4"
577 "Range 3"
71211 "Range 4"
2439 "Range 4"
115231 "Range 4"
74916 "Range 3"
26048 "Range 5"
7116 "Range 4"
4777 "Range 3"
144262 "Range 2"
5212 "Range 3"
3211 "Range 4"
5875 "Range 3"
6948 "Range 4"
107780 "Range 4"
626 "Range 5"
26676 "Range 3"
135787 "Range 4"
1493 "Range 4"
1927 "Range 5"
103249 "Range 4"
1269 "Range 4"
3072 "Range 4"
3387 "Range 3"
106918 "Range 4"
135536 "Range 3"
42004 "Range 4"
103980 "Range 4"
4876 "Range 3"
1019 "Range 4"
33154 "Range 4"
60737 "Range 5"
101283 "Range 3"
384 "Range 4"
8426 "Range 4"
175435 "Range 5"
2331 "Range 3"
4866 "Range 3"
2750 "Range 4"
42011 "Range 3"
4919 "Range 4"
6040 "Range 3"
5258 "Range 2"
4830 "Range 4"
122884 "Range 3"
37857 "Range 4"
26928 "Range 5"
7122 "Range 5"
4408 "Range 4"
7895 "Range 4"
7192 "Range 3"
127164 "Range 4"
40491 "Range 5"
32440 "Range 2"
2644 "Range 4"
3744 "Range 3"
5764 "Range 5"
908 "Range 5"
3481 "Range 4"
159 "Range 3"
271 "Range 4"
606 "Range 3"
44 "Range 3"
78469 "Range 4"
743 "Range 3"
2134 "Range 4"
2169 "Range 3"
3017 "Range 3"
3370 "Range 3"
5219 "Range 4"
111743 "Range 3"
57368 "Range 4"
3783 "Range 4"
71033 "Range 4"
1350 "Range 4"
2322 "Range 4"
4267 "Range 4"
916 "Range 5"
54116 "Range 4"
1135 "Range 4"
175397 "Range 5"
7225 "Range 4"
93855 "Range 5"
122890 "Range 4"
3287 "Range 4"
6509 "Range 4"
5214 "Range 3"
3528 "Range 4"
8815 "Range 3"
1875 "Range 4"
7257 "Range 2"
4354 "Range 3"
3922 "Range 1"
48598 "Range 4"
52462 "Range 3"
48262 "Range 4"
61289 "Range 4"
167064 "Range 5"
110781 "Range 3"
90524 "Range 4"
2738 "Range 4"
3669 "Range 3"
77709 "Range 3"
129779 "Range 3"
3183 "Range 3"
112727 "Range 3"
8967 "Range 2"
132462 "Range 1"
1210 "Range 5"
112552 "Range 5"
2076 "Range 4"
253 "Range 4"
1148 "Range 5"
55247 "Range 4"
74510 "Range 5"
1689 "Range 3"
2371 "Range 4"
2804 "Range 4"
4036 "Range 4"
1363 "Range 4"
1280 "Range 5"
1866 "Range 3"
102123 "Range 4"
32598 "Range 3"
1955 "Range 4"
6949 "Range 4"
5480 "Range 3"
79897 "Range 5"
1771 "Range 4"
3727 "Range 5"
140038 "Range 5"
99007 "Range 4"
179427 "Range 4"
25906 "Range 5"
60161 "Range 4"
7258 "Range 3"
73431 "Range 3"
71619 "Range 4"
86279 "Range 4"
102823 "Range 4"
3587 "Range 3"
8290 "Range 1"
70708 "Range 5"
55250 "Range 3"
161830 "Range 1"
6528 "Range 2"
5448 "Range 2"
51024 "Range 4"
7023 "Range 5"
806 "Range 2"
5768 "Range 3"
31553 "Range 1"
1759 "Range 5"
3010 "Range 4"
48214 "Range 4"
103685 "Range 5"
134246 "Range 1"
2727 "Range 3"
236 "Range 4"
329 "Range 4"
460 "Range 3"
3173 "Range 3"
5891 "Range 3"
107141 "Range 4"
103772 "Range 4"
2496 "Range 4"
3258 "Range 3"
3512 "Range 4"
3972 "Range 5"
4025 "Range 4"
176371 "Range 4"
44195 "Range 5"
1056 "Range 4"
2497 "Range 3"
4104 "Range 2"
81018 "Range 3"
1873 "Range 4"
86892 "Range 5"
41573 "Range 3"
53435 "Range 2"
93287 "Range 4"
4899 "Range 3"
141928 "Range 5"
6030 "Range 2"
63515 "Range 4"
118888 "Range 5"
110330 "Range 5"
48082 "Range 4"
4368 "Range 3"
180497 "Range 5"
7311 "Range 4"
39435 "Range 3"
5080 "Range 3"
5401 "Range 2"
60522 "Range 3"
2069 "Range 5"
2323 "Range 5"
159858 "Range 3"
65882 "Range 4"
5238 "Range 4"
4610 "Range 2"
8782 "Range 3"
3284 "Range 3"
1398 "Range 3"
103 "Range 3"
176413 "Range 5"
2629 "Range 3"
4200 "Range 4"
4240 "Range 2"
69227 "Range 1"
88593 "Range 3"
27036 "Range 3"
8391 "Range 3"
97188 "Range 4"
1085 "Range 4"
1093 "Range 4"
1046 "Range 5"
4144 "Range 5"
336 "Range 3"
350 "Range 4"
4874 "Range 4"
3328 "Range 5"
72011 "Range 4"
1260 "Range 4"
2723 "Range 4"
3741 "Range 5"
2409 "Range 4"
26614 "Range 4"
157110 "Range 5"
12 "Range 3"
984 "Range 4"
3548 "Range 4"
2236 "Range 3"
4317 "Range 3"
3196 "Range 4"
107565 "Range 3"
136564 "Range 3"
39414 "Range 3"
71282 "Range 4"
96728 "Range 4"
95311 "Range 5"
127152 "Range 5"
105355 "Range 4"
2531 "Range 3"
4305 "Range 2"
3054 "Range 3"
27837 "Range 3"
53468 "Range 4"
80590 "Range 4"
973 "Range 4"
62208 "Range 5"
83827 "Range 5"
4523 "Range 4"
7940 "Range 5"
50003 "Range 2"
32314 "Range 4"
5322 "Range 4"
6810 "Range 3"
4198 "Range 3"
73386 "Range 2"
118248 "Range 2"
7786 "Range 4"
6201 "Range 5"
95193 "Range 2"
148238 "Range 3"
6267 "Range 2"
7005 "Range 2"
26159 "Range 4"
26947 "Range 3"
55492 "Range 4"
137859 "Range 4"
223 "Range 4"
2090 "Range 4"
2692 "Range 4"
3083 "Range 5"
4033 "Range 4"
2701 "Range 3"
5841 "Range 2"
30749 "Range 4"
33679 "Range 4"
158972 "Range 4"
3500 "Range 3"
2006 "Range 4"
3990 "Range 3"
4446 "Range 4"
102993 "Range 4"
3037 "Range 5"
33166 "Range 4"
52328 "Range 4"
61210 "Range 4"
111921 "Range 4"
1769 "Range 3"
5307 "Range 3"
57147 "Range 4"
96691 "Range 4"
174681 "Range 4"
90890 "Range 3"
3325 "Range 3"
107408 "Range 5"
3679 "Range 4"
3076 "Range 4"
6538 "Range 4"
56176 "Range 2"
191005 "Range 5"
50158 "Range 3"
57326 "Range 1"
6254 "Range 5"
112911 "Range 2"
3171 "Range 4"
56869 "Range 4"
7304 "Range 4"
5465 "Range 3"
8239 "Range 4"
63239 "Range 3"
5328 "Range 5"
5422 "Range 4"
109372 "Range 3"
3859 "Range 4"
6970 "Range 4"
7055 "Range 4"
5069 "Range 4"
48045 "Range 4"
3353 "Range 5"
5105 "Range 1"
4394 "Range 2"
26547 "Range 5"
27441 "Range 4"
80083 "Range 4"
3792 "Range 5"
6671 "Range 4"
146309 "Range 4"
132335 "Range 1"
1208 "Range 5"
417 "Range 4"
548 "Range 3"
6440 "Range 5"
87232 "Range 4"
3519 "Range 3"
3260 "Range 4"
98961 "Range 5"
3502 "Range 4"
4591 "Range 3"
8947 "Range 3"
6852 "Range 4"
72624 "Range 4"
84512 "Range 5"
105540 "Range 5"
116738 "Range 4"
146684 "Range 5"
4873 "Range 4"
172547 "Range 3"
127096 "Range 4"
40826 "Range 4"
5062 "Range 4"
6572 "Range 4"
5909 "Range 4"
388 "Range 3"
48638 "Range 4"
3912 "Range 3"
3865 "Range 4"
6100 "Range 4"
4617 "Range 4"
54771 "Range 3"
8774 "Range 4"
32469 "Range 5"
116724 "Range 4"
602 "Range 4"
25833 "Range 4"
68480 "Range 2"
89072 "Range 4"
103219 "Range 4"
1777 "Range 4"
2502 "Range 5"
1077 "Range 4"
4014 "Range 4"
5843 "Range 3"
72720 "Range 4"
5333 "Range 4"
4047 "Range 4"
100714 "Range 4"
663 "Range 4"
135143 "Range 4"
6880 "Range 2"
1564 "Range 4"
179401 "Range 4"
89087 "Range 3"
926 "Range 5"
63436 "Range 4"
96917 "Range 4"
6650 "Range 4"
121781 "Range 5"
6629 "Range 4"
1659 "Range 4"
172793 "Range 5"
184015 "Range 4"
142420 "Range 3"
2022 "Range 4"
3711 "Range 4"
55451 "Range 4"
32009 "Range 3"
86960 "Range 2"
409 "Range 2"
74545 "Range 4"
84240 "Range 4"
2975 "Range 3"
74282 "Range 5"
8270 "Range 4"
4397 "Range 3"
4526 "Range 4"
164753 "Range 2"
1978 "Range 3"
6746 "Range 2"
109897 "Range 1"
7032 "Range 4"
7742 "Range 1"
4653 "Range 3"
26401 "Range 5"
333 "Range 4"
3450 "Range 4"
45499 "Range 4"
60950 "Range 4"
1215 "Range 5"
1457 "Range 4"
2227 "Range 4"
2255 "Range 2"
2668 "Range 3"
2726 "Range 5"
61011 "Range 2"
31184 "Range 4"
3814 "Range 5"
707 "Range 3"
2961 "Range 3"
4823 "Range 4"
4989 "Range 3"
1290 "Range 4"
65588 "Range 3"
